id,comment
2,我家宝宝从出生一直喝金领冠珍护   中间一直没有换过  喝着很好  没有什么不好的反应  在京东买特别方便  也超级快  第二天就到  是正品  价格还实惠 奶粉也很细腻   都是有活动的时候多囤一些    不用担心断粮了
3,第二次买了，说实话，这个奶粉真心不错，宝宝每次喝其他奶粉都会上火，但是这个奶粉不红屁屁，而且喜欢喝，和图片上一样，而且还送了好多赠品，挺高兴的，好多朋友看到我买的奶粉都说不错，很营养，潮流这奶粉是真的挺好的，但是建议亲们买的话买伊利的金领冠！
4,已经是持续多次的购买伊利金领冠珍护系列3段的奶粉了，这次趁着双十一活动期间赶紧囤两罐，比平时买的时候太划算了，。孩子非常喜欢金领冠的奶粉，这款奶粉溶解速度快，而且有股淡淡的奶香，还有点甜甜的味。口感不是那么的发涩，孩子每天喝个两三顿吃完睡眠和饮食都非常好，等这些喝完以后会继续购买金领冠，主要孩子喝着放心。
5,一直购买伊利金领冠，大牌子值得信赖，罐身有防伪验证码，绝对的正品，奶粉中富含多种维生素和人体所需的营养元素，细化好吸收，喝了不上火，遇水即溶，有股淡淡的奶香一点点甜味，关键孩子很爱喝一直买的金领冠珍护，只要喝完就会持续的购买，
6,喝过几次伊利金领冠珍护系列，味道清香，淡淡的清香味儿，原料全脂奶粉来源于新西兰。用50度以下的水温冲调，能很好地保留原有的营养成分，冲调易融解，生产日期比较新鲜，宝宝很喜欢喝。出门携带很方便。
7,宝宝吃了长得快精神好，睡得香，玩的hi，喜欢吃，胖胖的很不错，宝宝出生就买的这个奶粉，一直吃的很好，现在几个月了都蛮好的，不上火，便便很好，肠胃好，营养很全面宝宝智力方面也发育的很好的，大品牌放心，京东自营更放心，这才是我买东西最在意的，也是我一直在京东买各种各样的产品的初衷。勺子设计很好哦
8,家里又添一娃，姐姐看弟弟喝奶粉，也想起来要喝奶，听大家推荐金领冠奶粉，买回来我尝了尝，确实很奶香，乳黄色，粉质细腻，口味不是特别甜，很满意！偶尔我也冲一杯喝喝，这味道大人也可以接受，一点也不腥呢??
9,"消化吸收：段开始我家的2个萌宝宝就一直吃伊利珍护系列的奶粉，没有便秘消化不良的情况，所以一看到有活动就开始囤货。
清火功效：不上火，消化好，
溶解性：非常好，而且不起坨。有时候水温高了些加奶粉泡，也不会起坨，口感甜甜的，宝宝爱吃。"
10,"已经买很多次了，这个奶粉很合适我的宝贝。大品牌值得信赖，里面还有opo蛋白质,对宝宝的消化吸收很好，不上火 溶解性好不挂壁。在这大卖期间价格很实惠，礼品多多。客服态度很好，发货很当快，物流很给力当天就收到啦！日期很新，就是罐子有点变形了，希望厂家发货的时候注意一点。"
1,我家宝贝金领冠从一段吃到四段，挺好的，每一段都是针对年龄段小朋友身体所需调节营养成分的，宝宝吃着一直很好，我们对奶粉也很放心！金领冠奶粉，奶粉捏起来滋滋响，外观颗粒都比较均匀，粉质很有光泽。奶粉粉质松散，乳黄色，口感细腻，微甜！很不错！
2,"消化吸收：宝贝喝了不上火，挺不错的值得信赖。
溶解性：很溶化我家两个宝贝都选择金领冠奶粉，还推荐给亲戚朋友们，真心不错的一款奶粉。自宝贝生下一直喝没有什么不好反应，京东也是值得信赖的一直在支持，自营又快还放心，快递员也很好特准时给你点个赞?喔！"
3,"正品验证：宝贝收到了，卖家发货很快，物流也非常给力,客服服务态度极好，很有耐心、给人一种亲切感，好喜欢。还有包装精美，高端大气上档次;看得出来商家很用心。宝贝真心不错，与图片相符，没有任何差异，真的是物超所值。"
4,我家宝宝从预产期就预订的金领冠珍护，在孕婴店买的小罐，喝的挺好的，宝宝也爱喝，一直到现在9个月了，营养全面，宝宝体质好，肉嘟嘟的！配方温和，还有能促进宝宝吸收和消化，棒棒哒！实体店买了一次，感觉不太划算，一直到现在都是在自营店买的900克罐装，一次一整箱，感觉很便宜，直接送货到家门口，很方便！伊利奶粉，国产宝宝的首选！京东也很便捷，快递速度杠杠的，今天买，明天到！
5,这已经是第四次购买了，包装很好，到货迅速完好。罐子做工用料挺好的，盖子开关方便，奶粉勺可以长短调节，设计挺好的，奶粉配方全面，营养丰富，非常容易溶解不结块，放奶瓶里摇两下就泡好了，孩子爱喝，易消化，不上火，非常满意。
6,"正品验证：奶粉可以扫码积分，追溯            
消化吸收：宝宝爱喝，
溶解性：很容易溶解，不沾奶瓶    
 
京东自营店的奶粉买了好几年了，喝着没问题，宝宝爱
喝，送货快，当天就能送到家里，也不用囤货，方便的
很。"
7,宝宝出生前备了一桶，母乳不太够，每天搭着吃，奶味十足，微甜，宝宝爱喝。包装好，密封完整。配方好，除基本营养成分外，还含有OPO、DHA、牛磺酸等额外添加。这罐被我颠了好多下以测试密封性所以罐口都是奶粉，溶解度很好，基本没有挂壁。这些都是使用中的真实的感受。
8,宝宝出生就吃这个，东西是正品，可以积分，可以追溯，味道清淡，好消化，也不上火，挺不错的，客服也很不错有问题耐心解答，特殊时期快递也很给力，快递员服务态度也很好，就是一段的买多也没有优惠，希望商家以后买多可以送点东西
9,以前经常听人家说伊利奶粉有童年的味道，我没吃过呀，趁着现在宝宝要吃得买回来尝尝啊哈哈哈我吃着口感很细腻，没有啥味道，特别清淡，不过宝宝很喜欢吃。听医生说清淡一点好，不容易上火，也免得养成挑食的习惯~
10,一如既往的好评，正品正货，特殊时期发货还是很及时，营养配方易消化易吸收，不上火，好溶解，营养全面，运输安全，配送及时，无挤压，无变形，特别设计，开启方便，含膳食纤维，有助于维持正常的肠道功能，原料进口，不错
1,还是一如既往的好，一直在京东购买，优惠很合适！包装严实，没有磕碰。送货快，一点也不耽误时间，和实体专卖店一样的品质，日期还特别新。不存在退换货情况。日期很新，孩子喝着放心踏实！也会推荐给朋友在京东上购买，省去了停车搬运的麻烦。送货上楼直接送到家！
2,是正品，一直在京东上买奶粉，而且选择的是京东自营商品，物流蛮快的，孩子吃的胖嘟嘟的，很可爱，喂奶粉大家都说要喂水，我也没喂水，孩子一样可以，没上火，很容易溶解，冲奶粉方便，是我喜欢的款式，营养均衡，现在二段了，我配辅食啦！
3,宝贝收到了，包装完好，打开里面包装也很细致。宝贝一直在喝金领冠珍护奶粉，很喜欢这个味道。嗯，第2次在京东购买，然后发现有一个地方可以有优惠活动，买一大桶赠一小桶，非常的划算。奶粉冲调的时候也没有结块，很容易化开，特别的好， 粉是新西兰奶源，喝着放心，易消化好吸收，还有益生元，值得推荐哟。
4,金领冠珍护，伊利大品牌值得信赖，京东自营商品送货速度很快，今天下单，明天中午之前肯定送到。还含有牛磺酸，dna和ara，等营养成分，而且宝宝喝了也不上火，大便也不干燥，免疫力也提高了，宝宝比同年龄的宝宝相比也不爱生病，支持国货，真心的觉得很好，推荐给需要换奶粉的朋友们。做活动的时候买，价格也优惠，还有赠品哦。
5,"正品验证：正品
营养配方：营养均衡
消化吸收：易消化没有奶瓣
清火功效：还行吧，反正我家宝宝没有上火
溶解性：很好溶解
其他特色：日期新发货快，疫情期间不耽误宝宝喝，真的很好，从出生一直喝这个"
6,"正品验证：是正品，已经多次购买，宝宝吸收好！适合我家宝宝用！
营养配方：肠道益生菌，让宝宝吸收更好！
消化吸收：很好吸收，宝宝也喜欢喝，现在宝宝便便也正常了！
清火功效：宝宝喝金领冠的珍护确实不上火，大便也不干。很正常！
溶解性：溶解性还可以吧，没有飞鹤的好溶解，但是宝宝喜欢喝，也好吸收，所以溶解还可以！
其他特色：当然就是京东的物流和服务了，就是冲得这。宝宝奶粉和家里电器都是在京东下单！又快有省时！"
7,宝宝超级爱喝这款奶粉 大家值得购买  宝贝喝了便便每天都拉 不上火
8,宝宝一直都在喝伊利金领冠珍护，好吸收，奶粉细腻，这款奶粉含有DHA益生菌，宝宝吃了也不上火，也没有便秘，挺好的，好的好的真心好 宝宝很喜欢 厌奶期也平静而又短暂的过去了 ，宝宝还是比较喜欢吃的，味道也不算太甜。
9,奶粉收到日期很新包装很好 奶粉的颜色便黄点 很好冲调 溶解快也没有泡泡  宝宝蛮喜欢喝的  这次做活动买两罐送个益智玩具还优惠了 活动力度蛮大的 现在宝宝每天也就喝2到3次喝完在回购  36小时到货 必须给快递小哥点赞 服务态度很好 送到家里还很客气 ?京东多快好省服务到家 赞
10,消化吸收：一直信赖金领冠，宝宝喝了就爱上，吸收好不火，最开始喝羊奶不爱喝，后面换了金领冠就爱上了，吸收真的非常好
1,"营养配方：一点不担心营养问题
消化吸收：我家宝宝很喜欢喝，吸收的也快"
2,宝宝出生时，到处问亲戚朋友，小孩子喝什么奶粉好。有的人说羊奶好，有的人说进口奶粉好，快临近出生时，我和宝妈都没有选好。一次偶然的机会，发现京东伊利母婴自营店搞活动。于是，千挑百选看中了珍护这款。事实证明我们是对的，从宝宝出生到现在，都是喝得珍护，身体也棒棒的。虽然宝宝有时候有点消化不了，但是配合合生元益生菌，帮助宝宝肠胃吸收消化，效果很不错的。其实，这还得益于珍护有独特的接近母乳的配方，针对中国宝宝身体设计。希望伊利能越来越好，宝宝身体更强壮。同时，也祝愿国货当自强，不要再出质量问题。
3,买，了，很，多，次，了，总，体，比，实，体，店，便，易，太多，宝，宝，的，奶，粉，都，是，在，京东，买的，每次，买价格，都不，一样，京，东，这，价，格，变动，幅度，也，太，多，了，吧
4,物流速度非常快，第二天就到货了，到货包装完好，没有破损，没有凹凸部分，这个很满意，里面包装也是好的，铁桶也没有凹陷，上锈，奶粉配方还是可以的，溶解性好，遇水即溶没有截渣，味道也可以，不是清淡无味的，宝宝也喜欢吃，整体还是很满意，给好评了
5,孩子出生快6个月了，一直吃的金领冠的珍护。伊利作为国内数一数二的粉企，还是相信他们的实力。大厂的质控，还是值得相信的。珍护系列，孩子吃了不上火，身体很好，长的很胖，也很爱吃。珍护，值的托付！
6,"消化吸收：宝宝从一段喝到二段，一点问题也没有
营养配方：特别好，没有疙瘩"
7,宝宝非常喜欢吃这款奶粉 帮助消化吸收 值得买 而且 这次送的东西也多
8,是正品 一直在京东自营买 配货快包装未破损 而且每次都能赶上搞活动 这次还送了一个小的 宝宝喝了也不上火从小喝这个牌子也一直在京东买 总之很棒 国产奶粉适合中国小孩喝 溶解也很好也容易消化 没有特别甜 值得信赖
9,双十一活动折上折很划算，送了两罐180克的还有护肤霜，宝宝一岁了，开始疯狂囤三段了，保质期比较长，所以很放心囤。珍护奶粉一直喝到现在，没有上火便秘的情况，很放心。有活动就囤一些，还可以积分兑礼品。很喜欢
10,"正品验证：没有特意验证，反正积分没有问题，包装什么的也没有问题
营养配方：太专业了，不知道怎么说，也是别人推荐的这款奶粉，宝宝要喝
消化吸收：才吃了一个月，消化很好，吸收也不错，长了一点点个子
清火功效：不上火，宝宝适合的就是好的。
溶解性：很好溶解，我们家奶瓶喝完奶都看不出冲过奶"
1,奶粉还不错 宝宝很喜欢喝，不上火 以前喝的别的品牌的奶粉 有味道 宝宝不愿意喝 这个奶粉味道不刺激 营养吸收也很好 买的套装 价格比超市便宜 可以在商场基本 应该是正品奶粉 一直在京东自营店购买产品 有保障 可以不用担心产品的质量问题。
2,宝宝从满月后一直喝的珍护，奶粉是淡黄色的，闻起来有奶香味，喝起来也香，宝宝自从喝了这款后一天一两次大便，也不上火，也没拉稀，放在奶瓶里，也非常迅速的溶解了，不起泡，易冲调，希望大家也和我交流珍护奶粉好不好
3,很不错的一款奶粉，买来后我先喝，又给宝宝喝的，甜甜的，一点也不腥，宝宝容易接受，而且是水解奶粉，宝宝好吸收，好消化，冲奶粉时，也是很容易就化开，轻轻一摇就可以了，果然适合我们中国宝宝的体质，发货也快，以后就喝这个牌子的了，很喜欢，很不错。
4,金领伊利冠大品牌，宝宝吃了长得快精神好，睡得香，玩的hi，喜欢吃，胖胖的很不错，宝宝出生就买的这个奶粉，一直吃的很好，现在几个月了都蛮好的，不上火，便便很好，肠胃好，营养很全面宝宝智力方面也发育的很好的，大品牌放心，京东自营更放心，这才是我买东西最在意的，也是我一直在京东买各种各样的产品的初衷。勺子设计很好很好用
5,"正品验证：追溯是正品
营养配方：配方比例很好
消化吸收：我家宝宝喝了终于不卡拉绿屎了
清火功效：一点也不上火
溶解性：随便摇摇就化了
其他特色：国产的就是比较放心"
6,第二次购买了，真的非常好，颜色微黄，粉质细腻，易溶解，味道香，营养成分也比较全面，份量也比较足，我们家宝宝每天就睡前喝一次，一瓶能喝一个月，喝完不上火，不腹泻，关键是宝宝爱喝，每晚喝一瓶 ，一觉到天亮，
7,伊利这款珍护婴幼奶粉，我们家一直在用，从大宝吃到二宝，很好。易溶解、爱消化，宝宝长的快。珍护这款奶粉很香，味道好，宝宝爱吃。赶上活动买的很合适，价格优惠，但感觉今年618没有去年优惠力度大，至少伊利奶粉是这样。希望有实实在在的活动哈哈！
8,在这种非常严峻的形势下，京东还能按时发货，没耽误宝宝喝奶粉还送了两箱安慕希，超高性价比。快递员小哥宋兆法同志辛苦送到小区门口，隔着门递进来，真的是辛苦了，很感动，孩子的奶粉还是会一直从京东购买，一个字&ldquo;放心&rdquo;！
9,"金领冠珍护，伊利大品牌值得信赖！包装好，密封完整，配方好，除基本营养成分外，还含有OPO、DHA、牛磺酸等额外添加，并且奶源好，来自新西兰！ 选择奶粉有五大技巧。一是试手感。用手指捏住奶粉包装袋来回摩擦，真奶粉质地细腻，会发出吱吱声，假奶粉由于添加绵白糖，葡萄糖等成分，颗粒较粗，会发出沙沙的流动声。 二是辨颜色。真奶粉呈天然乳黄色，假奶粉颜色较白，细看有结晶，和光泽，有的会呈现漂白色，或者有其他不自然的颜色。 三是闻气味，这款奶粉口感好，微甜，溶解快，宝宝爱喝，奶味特别浓，是完全符合一份真正的好奶粉的需求，宝宝喜欢喝，大人也放心！ 支持伊利，支持京东自营！！！！！！！
正品验证：是正品，不过好像4段没有积分
溶解性：好
营养配方：不错
消化吸收：适合宝宝
清火功效：孩子不上火
其他特色：一直吃的珍护系列的"
10,奶粉不错，用手指捏住奶粉包装袋来回摩擦，真奶粉质地细腻，会发出&ld*u*;吱吱&rd*u*;声;假奶粉由于掺有绵白糖、 葡萄糖 等成分，颗粒较粗，会发出&ld*u*;沙沙&rd*u*;的流动声。二是辨颜色。真奶粉呈天然乳黄色。假奶粉颜色较白，细看有结晶和光泽。有的假奶粉会呈现漂白色，或者有其他不自然的颜色。三是闻气味。这款奶粉完全符合一份真正的好奶粉的需求，孩子很喜欢喝，大人看着也放心，伊利大牌子值得信任 二次购买，后面有需要还会购买。。。。。。。。。。。。。。。
1,伊利金领冠睿护奶粉特别添加OPO！营养全面，特别细腻，好冲开，没有颗粒。奶沫特别多，应该是没有添加消泡剂。奶粉的奶香味道特别好，没有腥味，孩子喜欢喝，而且没有特别甜，国产品牌我比较喜欢伊利，大品牌值得信赖，京东服务也好。
2,"正品验证：京东自营的伊利奶粉，全都是正品，五星好评，京东值得信赖。
营养配方：珍护4段非常适合，三岁多宝宝还有6岁儿童使用使用不但可以增加抵抗力，还有助于儿童发育，还含有dha，ara,含有丰富的钙，比普通的奶粉都要高。
消化吸收：这款奶粉把我非常非常喜欢喝，它的味道非常香糯，非常好吸收。
溶解性：奶粉非常好溶解
清火功效：宝宝喝了之后没有上火，以前便秘喝了珍护4段不在便秘。"
3,奶粉特别好，比国外的品牌，好太多了，而且优惠力度很大，199入手的，买一罐还送一罐，好开心啊，家里孩子很喜欢喝，我也很喜欢喝，一次要冲好多才行，怎么喝也喝不够。苦你鸡娃，哇达西呦那莫呦哇，精神小伙！中国加油，武汉加油，湖北加油，北京加油，上海加油，河北加油，河南加油，天津加油，我们中国是最棒的！这场站疫我们一定能赢，国货最强，国货最牛，国货第一
4,已经在京东购买奶粉不下，十几桶了，这次又一次购买，因为宝贝的粮食快吃完了，包装是没的说的，很好，打开以后里面是三大桶一小桶。宝贝，喝这个奶粉肠胃还可以吸收吧，溶解性的话有时候水里面有疙瘩，不能够完全溶开
5,6.18大促买的，很划算。物流速度没话说，第二天就到了。很惊喜。东西都完好无损。官方自营给孩子喝也放心得很，宝宝从出生一直喝的珍护，奶量，消化一直很棒，每天一次大便，性状颜色都很好，远离了便秘。宝宝一天到晚精神的不得了，拿着奶粉开心坏了，哈哈！
6,"消化吸收：自从吃了这个奶粉，便便好多了。
营养配方：京东价格就是给力，一直都是在这买的，宝宝自从吃了这个奶粉，便便通畅，以前吃的奶粉，便出来的都是小豆子。这真是解决了我的大问题。营养方面。好像也很不错啊，小伙子长的白白嫩嫩，结实的很。睡觉也很安稳。听其他的宝妈说，吃这种奶粉的，宝宝睡觉都睡得好点。。?哈哈"
7,过年了，提前备货，不能让闺女断粮了，京东又搞活动，照顾新老客户，买两罐儿买两罐金领冠，送一箱伊利酸牛奶，正好给我家老大喝，老大也尝尝伊利的牌子，天气冷了，辛苦快递小哥了，每次都送到家门口，太方便了，而且这次的金领冠是新日期的，太棒了
8,收到了，已忘记如的好，已经吃了好几罐了，拉屎也很好，不上火，平时宝宝喝水也正常。伊利珍护很不错。以前两个宝宝也在喝，这次小的毫不犹豫就也喝珍护了
9,非常好的奶粉，宝宝没吃完，我也尝过，味道很清淡，不是很甜。奶粉相信金领冠！因为它真的非常的棒！原装进口，让我们更放心！宝宝吃了后不上火，不便秘，非常的棒！营养也很丰富，宝宝牙牙长得也很好！胖瘦也达标！
10,宝宝出生后就一直喝的金领冠珍护，从一段一直喝到现在的三段。奶粉的溶解性很好，很容易化开。营养很好，科学配方，宝宝吃的胖乎乎的，出去人家都问吃的什么奶粉。奶粉也容易消化吸收，宝宝每天都能正常拉便便。冲出来奶香浓郁，宝宝很爱喝，大品牌值得信赖。这次趁年中大促，非常划算。
1,宝宝母乳吃到一周岁，后面选择了金领冠珍护，大品牌值得信赖。接近母乳，宝宝容易吸收，易消化。配方好，除基本营养外，还富其他多种营养，宝宝喝了后不上火，提高免疫力。包装好，密封完整，勺子的设计也很实用。京东值得信赖，比实体店实惠很多，继续支持！
2,"正品验证：正品
营养配方：儿子很喜欢
消化吸收：消化吸收很好，不上火。"
3,消化吸收：喝了大半年，很好， 优惠活动 又给力，希望活动多搞，孩子喜欢喝，早上，中午，晚上，一天3次，营养吸收好，味道清淡，淡淡的，买了10几罐3段，10几罐4段，为3个孩子囤着货，希望能送点玩具就更好了，买了好多
4,第二次购买了，包装很好，密封完整，物流很快，第二天就送到家了。这款奶粉口感很好，溶解很快，宝宝很喜欢喝，大人也很放心。除了基本营养成分之外，还含有OPO，DHA，牛磺酸等营养成分，而且奶源很好，来自新西兰??。支持伊利，支持京东自营！希望京东越来越棒??????
5,底部有可以追溯的二维码，扫扫就能查验真伪。营养配方丰富，可以让宝宝很好的吸收，小肚肚舒畅不上火。口感好，溶解速度很快，没有挂壁、结块的情况出现。奶味十足，宝宝非常喜欢喝，每次都是一口气喝完。金领冠珍护系列的奶粉，值得推荐给大家！
6,一直在吃金领冠珍护的奶粉，之前大宝也吃的这个，接近母乳的味道。所以宝宝很容易接受，之前在实体店买，贵很多，现在一直在京东买，奶粉罐底下有个二维码，我扫进去直接是伊利的网站，是正品来的，奶粉细腻，包装也很用心，再来说说物流，那是杆杆给力！头天下单的，第二天就到了，京东快递小哥服务也很好，我不在家他帮我放门口士多店了，说话语气也很好，包装也很用心，用了两个纸箱，让人看着就放心，特别是现在这次搞活动买的，综合下来一罐900克的才三百出头的样子，很划算，性价比高！下次就到双十一的时候再来购买了！相信京东！
7,一直在吃这个奶粉，很值得信赖，希望给我们这样的铁粉多多福利，不过话说在新疆的我一直没有领到神券，可否后台给我享受一次可好。我也是吃奶粉长大的，以前奶粉甜甜的，，这个也甜，比起前好很多了，国家技术也越来越好！一直会支持国产的，哈哈哈哈！
8,正品验证：伊利金领冠珍护，正品正货，不易上火，营养全面均衡，健康有保障，易溶解，好冲泡，孩子喜欢易吸收，原料全脂奶粉来源于新西兰，含核苷酸，智赋益百分，富含多种维生素，特别有助于孩子成长，用的很放心，非常满意，不错
9,很好 我哥家的孩子就是吃这个奶粉的 以前吃的别的牌子的奶粉孩子热气特别大 这个系列比较温和 基本上没什么热气 孩子大便什么的都挺正常的
10,之前喝爱他美比较多，第一次换国产奶粉，奶粉质地比较细腻，冲泡比较容易溶解，孩子喝了没有不适，爱喝。上火情况也没有发现。自尝了一下，觉得有点甜了。奶粉勺存放的设计很好，干净方便，不会污染奶粉。折叠加长设计很人性化了。有活动会继续囤货。
1,已经扫码，是正品，这款奶粉营养均衡，容易吸收，容易冲泡，没有挂壁现象，口感很好，宝宝很喜欢喝。包装严实，没有破损，日期新鲜。送货速度很快，点赞！喝完肯定还会回购的。
2,真的非常感激京东物流，碰到百年一遇的武汉疫情，路封了，不让出门了，只有京东物流才能保证我闺女的口粮，货非常快，一看就是正品，相信京东自营，我还没有给宝宝吃奶粉，包装很好，准备吃完了再来评价，相信京东，以后还会在京东上买东西
3,"很不错的，验过二维码是正品，也验过了会员积分，是正常的，900克的可以积分235分。
而且价格也是很实惠的，吃了不上火。客服服务也是很好的，有问必答。很满意。
想换爱他们德国版，转奶不成功，放弃。宝宝已经大概40天大了，一直吃的这种，过年屯了6罐，够它吃1个多月了。希望国产品牌越做越好，越做越成功。
便便是黄的，偶尔着凉后会变绿。"
4,相信京都，一直在京东自营购物，都是正品，而且可以验证的，这款老品牌奶粉，品质都是很不错的，营养配方也好，消化容易吸收，而门上不会上火，溶解性强，不会担心会有结块的，对比其它品牌奶粉下来，物美价更美，给赞
5,"消化吸收：一直用这个品牌还好
溶解性：溶解得很彻底
营养配方：营养很全面
正品验证：包装完好，一看就是正品
清火功效：没出现过上火的情况
其他特色：宝宝很喜欢吃"
6,奶粉收到已经好几天了，现在才来评价，抱歉啊。家里的奶粉宝宝还能吃三顿的，我才下单，京东物流真不是盖的，第二天就到了，没有耽误宝宝吃饭。金领冠珍护，我在京东试用上中了一罐180g试用装的。宝宝非常爱喝，产品介绍营养也非常全面，所以这次就买了这款奶粉。能吃一段时间，shuang11期间准备再次下单。???
7,伊利金领冠，宝宝出生前听朋友推荐，然后就选择金领冠，宝宝出生就开始喝，跟母乳混合喂养，宝宝42天工作原因，就开始纯奶粉喂养，宝宝很爱喝，大便也很正常，现在七个月，身高76.5公分，20斤，身体棒棒哒！！
8,金领冠珍护儿童配方奶粉（4段）收到了，包装特别好，密封很完整，奶粉粉质细腻，溶解性强，溶解速度快，简单摇一摇就可以了，孩子也喜欢喝，而且喝了也不上火。京东自营，正品保证，日期也比较新，值得推荐各位宝妈妈购买。
9,"正品验证：可以通过桶身底部，查看奶源和积分，比较便捷，快速知道真伪！
营养配方：从宝宝第一口奶就一直用这个牌子，很好的一款奶粉，很营养，很健康！
消化吸收：好消化，不上火，不便秘，已经喝到三段，宝宝健健康康，水水嫩！
溶解性：马上溶解 很方便！"
10,奶粉收到了，验证了是正品，可以在积分商城里积分，闺蜜推荐，说口味比较清淡，宝宝从出生开始就一直在喝这个奶粉，确实没有那么甜，也没有上火便秘的问题，也没有奶瓣等消化不良的现象，专利配方确实是有优势的，溶解度也很好。
1,"正品验证：保真
消化吸收：很好吸收营养
清火功效：孩子喝了大便正常不干。
溶解性：温水一会就溶解"
2,"消化吸收：奶粉收到了，宝贝一直吃这个奶粉，挺喜欢吃的，宝贝之前也吃过爱他美、美赞臣之类的，都不怎么爱喝。一天冲3次，一次冲30毫升，虽然不多，但是合起来一罐马上也就没了。
溶解性：用40-50℃的水冲奶粉，晃一晃就溶解了，很好溶解，也没有结块。缓一缓给孩子吃正好温度也可以了。
正品验证：验证过了是正品"
3,孩子从出生就喝伊利奶粉，亲戚家的孩子也都是喝的伊利珍护系列，反应都很好，容易吸收，孩子不上火不便秘，一直在京东购买，每次价格都会不一样，所以要趁有活动时购买，在直播间领取优惠券购买，平均一听240左右太划算了，还送一箱伊利牛奶和180g的小听
4,官方正品，罐底可扫码积分兑礼品。来自新西兰的奶源，配方除基本营养成分在，还添加了OPO，DHA，牛磺酸等。溶解性非常好，不结块。包装很好，密封比较完整。勺子设计的比较好，可折叠，喝到罐底的时候挖起来比较方便。京东的物流没的说，效率很高。
5,"宝贝一直吃这个，从一岁就开始吃，东西非常好，
奶粉，比一般的都要好，然后宝宝吃了之后非常聪 
明，很喜欢这个味道。非常好的奶粉，孩子喝着也行，不上火
宝宝一直喝这个牌子，伊利一直是我的首选。过去
看到好多品牌的婴儿奶粉出过问题，只有伊利没有，
想要给宝宝好点的奶粉，这款虽然贵点，但觉得值。性价比不错，宝宝一直喝这款奶粉，不错。
添加1,3-二油酸－2棕榈酸甘油三酯（OPO结构脂），
可以让宝宝排便更轻松，预防宝宝上火，增强宝宝抵
抗力的。
现在3岁多了喝4段，年龄层区分的更细，非常赞。包装升级了。"
6,"正品验证：
大宝一直都喝的金领冠，大宝出生后，开始戒奶后-直喝伊利珍护的!伊利是国产奶粉里面最信任的一一个品牌，比实体店实惠!还经常有活动，相信国产牛奶!也选择伊利金领冠珍护，不上火，奶粉很细腻，溶解性也很好，加水一摇就溶解了。易吸收，孩子各项成长指标都不错，也很喜欢这个味道。口感细腻香甜，京东自营，正品保证，营养丰富，包装严实，没有破损，日期新鲜。"
7,1、包装好，密封完整； 2、配方好，除基本营养成分外，还含有OPO、DHA、牛磺酸等额外添加； 3、奶源好，来自新西兰； 4、口感好，微甜，溶解快，宝宝爱喝。 这罐被我颠了好多下以测试密封性，所以罐口都是奶粉，溶解度很好，基本没有挂壁，自己尝了下，微甜，奶味挺足的，口感不错，宝宝也爱喝。 拍照拍的不是很好，见谅，使用感受都是真实的感想，分享给大家。
8,珍护大品牌，高端奶粉，，宝宝喜欢喝，换个奶粉直接不喝，胖嘟嘟的，奶粉很好泡，好消化，正品包装，营养丰富，宝宝从不上火便秘。推荐国产。伊利。
